Gene_name	Length
srx-19	297
mans-4	532
sys-1	239
R05F9.11	525
C28A5.1	1223
Y82E9BR.10	98
C01B10.44	221
srh-277	215
lips-7	176
C33A12.3	27
C53B4.3	415
marc-4	317
F17H10.1	506
K11H12.8	27
slc-17.8	513
C14C10.2	318
B0563.6	417
F47B8.8	206
K02A6.2	145
srw-95	381
F22E5.17	297
srsx-16	318
F55C5.10	143
C54E10.11	58
F56C4.1	243
F54B11.9	217
npr-4	376
C36H8.1	418
ifa-1	604
mlp-1	113
snx-6	478
T06G6.6	247
qars-1	416
C06A5.2	214
gcy-19	1181
phy-4	282
irld-11	397
srh-10	373
M03C11.9	48
Y38F2AR.3	281
Y62E10A.13	66
egl-44	428
F07G6.2	242
F21D5.9	185
F55G7.1	395
mob-2	341
eat-17	885
srh-147	333
ccr-4	677
ZK1010.2	374
R04A9.9	128
ncs-6	338
T02G6.3	160
F16H6.8	435
tag-260	420
cyp-35b3	499
gsto-3	309
nhr-41	531
srx-3	349
ulp-5	311
aqp-2	290
trpp-11	73
csn-6	431
C28A5.6	1064
nhr-37	417
R10H10.6	135
ire-1	625
pax-1	257
C04E6.5	515
nhr-66	577
sms-3	374
Y39A3CL.7	481
clpr-2	502
T15D6.9	340
luc-7L	70
cyp-31a5	293
D1054.10	188
C54G4.4	868
F46F5.7	164
dhc-3	3275
AH9.6	291
drap-1	331
fbxb-6	339
dars-2	593
nhr-196	340
C39D10.8	131
gpa-13	402
utx-1	1146
dig-1	13084
T26E4.4	392
set-19	953
mrck-1	1312
nhr-36	435
twk-49	337
clec-266	248
H34C03.2	980
C04E6.7	241
scyl-1	820
twk-9	568
ags-3	579
F55F8.2	746
K11H12.9	376
tbc-19	1333
tsp-2	234
F10G7.10	2041
C18F10.7	582
cdc-7	411
R01E6.2	165
E02A10.3	283
rbm-42	302
T06A4.3	505
cbn-1	679
set-8	407
K03H1.13	464
Y116A8C.469	40
rgl-1	880
atln-2	315
nhr-274	417
chdp-1	338
lgx-1	1554
srx-115	312
gcy-3	1138
T16G12.9	351
F52B11.5	163
nep-8	647
C34E7.3	263
sek-3	411
tep-1	1501
Y50D7A.1	564
hum-7	1867
txt-11	667
fcho-1	968
npp-25	123
Y47D9A.3	74
fbxb-48	334
hgap-2	1007
F20E11.18	108
akap-1	847
Y73C8B.1	311
ZK813.6	251
rpb-9	167
F35G12.5	379
Y113G7B.11	158
srh-237	305
R102.11	88
Y39B6A.27	473
C28D4.18	12
Y62H9A.4	212
srt-11	353
unc-42	264
ent-2	450
ZC443.4	389
T21C9.11	225
Y41D4B.17	400
col-152	294
C06E7.4	500
F22D6.2	189
ZC204.14	151
C30H6.8	178
fln-2	3552
T27E7.3	363
npr-26	425
F21C10.3	250
C44H4.8	89
Y4C6B.3	405
pqn-21	806
cpn-4	154
F26G5.1	564
M04B2.6	91
abu-8	445
Y73B3B.1	376
aakg-1	724
ZK1236.9	189
fnci-1	1437
ZK105.1	186
F35C8.8	89
Y51F10.15	134
tgn-38	324
bath-28	249
F57E7.2	206
mec-2	414
F15A4.6	143
C13F10.7	222
mtd-1	278
C18H7.11	404
sma-9	2066
Y39G10AR.32	129
taf-10	176
Y43F8C.3	612
T11B7.1	445
W03D8.8	430
C01G6.2	215
fbxb-93	289
F14B8.6	345
C16C8.25	165
B0395.3	614
ZK1055.6	531
mut-15	472
Y54F10AL.1	297
Y92H12BL.5	150
F47E1.20	322
npr-4	398
T04D3.1	454
R03D7.8	596
R107.9	50
spsb-1	483
vpat-1	84
W09B6.4	92
F08B12.4	118
hgap-2	1685
syd-9	135
frpr-11	370
F36D3.5	1215
tag-153	733
C09H10.9	367
eat-17	785
C06B8.7	3118
C54E4.5	276
sre-28	360
chpf-1	195
C17E7.12	87
Y32B12B.8	114
F17C11.4	250
ZK105.8	306
grl-7	333
F58B4.5	423
C12D5.4	129
egrh-2	129
M117.1	523
Y27F2A.8	154
ceh-49	313
F40G12.6	343
C35E7.6	400
Y97E10AR.3	309
F11A5.9	519
C50F7.6	333
F28B4.1	59
madf-3	312
F40E3.6	258
W06F12.2	562
dnj-25	786
Y64H9A.2	101
sipa-1	948
fbxc-12	470
T05C3.6	504
T26A8.3	140
F56G4.7	172
unc-7	454
F44E5.1	78
Y39A1A.31	157
F42A9.9	217
T10B11.8	467
srx-129	314
F21D9.8	209
F16B12.6	1392
srz-75	320
clec-194	311
srh-79	354
lbp-3	150
rnh-1.3	139
spp-18	126
kbp-1	149
M04B2.7	180
F13G3.10	32
ZK809.9	535
fbxc-36	204
sprr-3	465
C34D1.4	215
srbc-62	283
pmp-5	565
F46H5.11	365
H03E18.2	204
nlp-56	115
hlh-30	448
T05D4.2	314
str-76	349
Y66D12A.16	193
klp-17	471
spsb-1	352
rhr-1	463
Y45F10B.3	75
F17C8.9	271
T28B8.4	1874
srw-2	373
fbxb-68	327
B0281.6	212
F30F8.1	645
dab-1	492
Y44A6D.7	114
F55A4.13	9
H12D21.10	523
str-248	360
C16E9.1	565
F49B2.9	129
epg-9	187
scb-1	130
str-165	335
tbc-17	474
clec-70	466
R05G9R.1	888
Y60A9.1	256
C43F9.11	199
sup-37	550
mltn-7	649
T20G5.9	164
fbxc-14	218
srd-11	103
B0554.7	85
elo-9	286
Y57G11C.20	649
F42A10.5	272
C49C8.2	172
nkcc-1	1186
daf-9	536
R07E3.4	298
T02G6.5	449
R02D5.10	97
nphp-2	221
F43C11.8	323
M02B1.3	322
hpo-30	279
C28D4.4	353
F48E8.8	210
nspc-9	101
F42G4.5	275
C04G6.11	131
F49C5.11	170
R07E5.5	144
mans-3	584
C30H6.12	165
sto-5	329
E03H12.5	210
acr-17	487
clec-90	205
T28F4.1	285
F59F4.3	494
kcnl-4	430
srz-37	310
C10A4.9	153
jac-1	1181
Y77E11A.23	167
srw-51	352
ntl-11	64
fbxb-112	179
dct-15	543
F08G5.3	168
F31F6.1	365
ztf-7	614
C04B4.2	474
B0462.4	131
clec-51	184
letm-1	770
C39F7.1	237
C10B5.3	148
R05G6.3	49
Y54G11A.7	467
mrps-2	264
C50E10.2	285
F15A4.2	269
snx-6	381
C01A2.1	116
W09C2.8	79
rga-6	986
W05F2.6	172
dgk-2	351
W02D9.6	86
gpaa-1	282
rig-1	300
atn-1	894
D1086.8	185
unc-34	458
him-19	413
T05F1.7	453
ham-1	414
Y45F10D.2	179
egl-26	316
C42D4.19	195
K01C8.2	389
R13H4.2	221
mltn-10	607
srh-2	193
ZK930.7	202
him-5	252
ctg-2	396
R155.5	69
B0238.9	472
unc-77	1815
C05E7.3	156
Y71F9AL.6	271
srbc-56	279
F55D1.1	91
sup-46	454
acs-1	623
ncx-4	596
gipc-1	357
pals-5	304
lips-5	45
srh-283	314
F14H12.6	105
C05C10.8	124
ssp-35	107
tag-241	456
slo-2	1130
W08F4.5	151
sws-1	123
F42G2.2	464
str-32	336
C34F11.2	130
str-85	340
srbc-54	286
F49F1.2	52
C13E3.1	879
rpc-1	1400
dgk-5	986
grl-1	348
H43E16.1	1203
lgc-18	399
K09G1.1	240
F49B2.7	285
faah-6	521
daf-2	1036
T19D7.7	471
F10E7.11	239
F13G3.10	96
twk-44	733
gdh-1	536
fkh-7	745
egl-27	1124
scl-27	200
cat-1	553
T04C12.11	106
Y37F4.8	120
nhr-256	223
cyp-32a1	529
Y53C10A.6	320
bath-35	266
nurf-1	1621
unc-69	176
srbc-67	253
scav-2	558
hsp-17	149
M57.2	580
dhhc-11	316
brc-1	608
octr-1	408
tat-5	1071
slc-30a9	495
lsy-13	172
xbx-6	296
irld-56	505
ace-3	607
swsn-9	636
nhr-66	528
Y40B10A.5	325
acr-10	557
irld-63	492
rsr-2	425
fln-2	3226
K01A2.4	273
daf-2	1770
T23G11.7	312
F36F12.1	518
pde-12	628
C53D5.1	420
unc-108	168
grsp-3	54
F31A3.5	687
F09E10.7	124
K11H12.9	378
T22C1.8	591
Y26D4A.17	108
nova-1	312
F29C4.4	61
jmjd-1.2	929
nhr-76	480
exos-4.2	241
egl-23	691
Y76A2B.5	283
lgc-21	462
mec-1	1995
C18G1.6	464
Y51H4A.25	513
C36C9.6	141
pbs-2	277
col-177	430
mfb-1	379
nhr-221	398
lgc-23	403
txt-14	54
F36H1.11	83
ZC395.5	74
T25B6.4	96
tag-343	774
Y57E12AL.4	106
egl-8	1334
xpf-1	935
abt-1	1479
R01H2.8	124
dur-1	780
gcc-1	594
qui-1	1592
Y102A11A.9	254
egl-8	1391
Y66H1A.8	56
C31H2.14	73
Y45F10A.7	408
ZK849.1	331
alh-3	908
ZK84.2	196
C15F1.2	801
C18B2.4	296
F36A2.7	167
F55E10.1	103
K10D11.3	492
hpo-34	1453
pals-39	413
C32B5.6	184
trx-5	142
srw-141	361
dsh-1	981
C04G6.4	418
srx-130	108
nurf-1	233
W02D7.8	135
srh-211	167
K12H6.8	131
T08A9.13	120
C48D1.9	159
C42D4.1	251
abu-11	395
tbc-10	445
C48D1.5	286
K03B4.8	263
C10C6.13	42
gst-26	209
Y6G8.6	104
F08G2.5	178
kin-4	1645
F42A9.6	123
ZK973.9	233
rpap-3	297
tag-244	399
F28F8.9	190
C23F12.4	186
zip-5	205
noah-1	1048
hecd-1	2646
Y73F8A.24	431
F48D6.4	76
F32D8.8	357
jac-1	1183
K02F6.1	783
K12H6.10	43
F09C12.6	338
thn-6	234
ipla-3	160
W06D11.2	119
F26G1.9	141
ZK892.5	253
srap-1	3332
Y43F8B.7	123
C16E9.2	457
C06B3.16	74
lin-7	208
pqn-27	471
fbxb-79	206
hot-9	190
F20D6.1	180
kin-4	1649
vet-1	318
slc-46a	469
F10D7.5	196
F08G12.11	137
mpz-6	298
ncs-7	217
R144.3	224
Y23B4A.1	124
C10F3.7	188
clec-199	642
ttc-4	419
F47B8.5	315
T16G12.4	213
Y32B12A.5	109
spp-10	238
C12D8.13	213
T26H5.9	74
F46F5.1	226
unc-13	1465
F47B7.2	623
thn-1	233
kvs-2	535
unc-7	544
Y41C4A.21	79
nmtn-1	559
parp-1	88
F22E5.6	225
dpy-9	210
R11D1.1	619
trx-3	158
bris-1	640
F08F8.9	624
C09G9.3	133
str-97	363
F13B6.3	435
T14B4.1	1225
F55G1.6	350
T05H4.3	1150
tnt-3	1235
fkh-7	281
elt-1	415
B0524.3	549
M03B6.5	106
Y62H9A.10	328
str-71	340
ZK1225.5	511
F14F9.4	918
F59B8.1	255
F40F8.5	382
pes-8	419
clec-199	630
hgap-2	1146
dpf-3	931
F35B12.10	98
C28G1.6	295
frpr-19	387
ZC455.1	828
H13N06.7	217
srab-18	330
B0310.2	350
Y47G6A.7	410
gst-33	213
Y106G6E.8	59
Y18H1A.8	151
dao-4	217
F18A11.2	388
T19C4.5	265
slcr-46.3	585
unc-132	438
T19A5.3	422
T20D3.2	234
B0303.7	467
C13F10.6	470
pqn-22	1015
C18A11.2	75
spp-21	103
B0507.5	214
srh-193	343
C34F6.5	230
sld-5	73
B0001.2	926
ercc-1	262
T05B4.13	250
T24E12.2	251
C45H4.18	325
lips-5	343
R05H10.3	591
C25H3.16	119
F10G2.2	119
fip-4	95
rsu-1	268
B0334.5	420
C54F6.12	195
Y17D7B.3	259
F07G6.8	91
dylt-2	123
ran-5	340
ZK377.15	9
K04D7.6	360
Y38C1BA.1	255
F07H5.7	194
rgef-1	654
F59D12.5	157
C18D4.4	96
str-5	350
dve-1	468
C53A5.11	382
Y43F8B.2	296
K08F9.1	184
try-10	115
Y39A1A.2	136
ZK1248.13	703
Y71A12C.2	253
ZC190.5	311
hog-1	245
ZC262.13	86
F35E12.2	102
Y18H1A.15	654
txt-19	189
vamp-8	113
Y37E3.8	88
unc-23	458
B0348.1	87
K01A6.7	106
atp-4	129
orc-4	387
hsd-1	462
C13A2.1	498
cyp-37a1	508
wago-10	990
F28H6.4	1000
har-2	415
slc-17.4	392
parg-1	625
gon-4	1338
Y42G9A.3	295
taf-3	1007
unc-52	137
asp-15	390
C41H7.9	50
B0244.16	360
R07C3.13	174
spe-44	424
dao-3	303
haf-9	815
F02D8.1	175
yju-2	323
clec-53	308
F46F5.5	252
clec-51	308
C54F6.3	314
evl-14	1570
Y71H2AM.1	337
clec-52	308
ttr-21	145
rev-1	1027
ZK287.1	497
apr-1	892
F55A11.6	218
kqt-1	740
helq-1	923
kin-26	433
F52D1.2	207
cogc-3	794
D2023.1	137
C53A5.16	381
uggt-1	1493
mlc-3	90
T16A9.5	322
acd-4	613
coh-1	164
ZK121.2	558
pps-1	654
eps-8	918
sdz-10	340
mdt-9	147
R06C1.4	84
nfm-1	654
acox-1.1	645
csk-1	43
K09E4.4	715
tos-1	163
C13B4.1	1025
sup-26	316
ins-29	76
T19D12.4	1028
ggr-2	507
C05E7.1	274
Y57G11C.5	512
pdr-1	243
otpl-2	103
coa-3	133
ccm-2	255
algn-3	582
ZK1010.10	194
K09E9.1	518
F36F12.2	542
fbxa-39	343
hsp-4	324
Y52B11A.11	341
uba-1	1112
set-22	343
Y105C5B.11	772
mct-4	677
W01B6.6	366
M117.3	125
Y62F5A.10	437
egas-1	922
hum-4	2540
Y48G8AL.10	870
alh-1	510
mif-2	141
Y69A2AR.12	512
lim-9	564
rabx-5	517
golg-4	1614
R193.1	164
bet-1	857
timm-23	242
F56H6.1	327
C07A12.7	437
Y2H9A.6	301
Y46G5A.47	9
gly-6	141
F22E5.13	98
W06H8.2	453
srab-11	339
C06A12.3	253
T28D6.5	802
unc-7	461
R10E8.3	522
arid-1	1648
F15E6.9	648
C50H2.13	183
F32B5.7	720
Y54G2A.73	98
T06F4.1	177
C07G1.15	48
catp-6	1207
scrm-1	290
K09G1.1	246
rad-54.b	720
Y43F4B.5	595
F38H4.4	501
ketn-1	4848
prg-1	824
lsd-1	737
Y48G1C.9	103
T19D12.5	361
tbc-7	679
str-148	330
T22F7.1	510
unc-120	327
srt-70	323
srw-55	344
str-87	330
flp-28	71
ZK813.4	152
Y54F10BM.21	77
F14F8.14	67
bcl-11	694
kxd-1	140
C07B5.6	156
mec-2	1164
F19C6.4	495
H12C20.7	109
C42D8.1	252
oac-6	705
F18C12.4	195
Y48G10A.2	245
epg-8	270
Y17G9A.3	164
fbxc-23	294
C54G6.2	78
acr-20	514
R10H10.4	80
B0281.3	329
Y43F8B.14	593
lon-2	508
efhd-1	203
C30G4.4	233
F55A11.1	186
fbxa-65	313
T08D2.6	69
teg-4	1220
apg-1	829
str-136	347
irld-32	139
F59A6.10	139
T07D3.2	280
fbxb-37	316
K01G5.8	104
C51E3.9	238
K08E7.5	582
srv-5	337
R05G6.10	547
Y41C4A.7	248
C49G7.3	248
F28A10.8	202
C06A5.12	117
Y40B10B.1	337
rec-1	369
srw-98	230
C49A1.1	286
Y110A2AL.5	246
fbxa-88	310
K06A5.1	696
abtm-1	94
F49E2.5	762
C33F10.11	135
T04C12.33	185
T01H3.3	616
F55A11.8	223
rnp-6	346
C03H5.7	314
nlp-59	89
F16H6.3	257
H02F09.3	1275
Y51A2B.8	56
B0034.2	39
C07D8.5	134
T19D12.1	1844
Y43F4A.3	172
sre-42	360
pqn-48	319
F41C3.8	316
E04D5.4	191
Y54F10BM.23	54
nono-1	374
qns-1	632
ZK813.7	127
M60.4	162
Y62H9A.11	231
E01G4.5	385
F45D3.4	189
mex-3	415
srh-292	326
fbxa-72	296
bath-30	314
clec-171	296
npp-13	655
faah-2	571
srxa-7	330
srw-11	374
clec-261	230
F07C6.3	211
str-205	345
Y60C6A.2	95
eat-4	555
Y54G2A.52	97
srj-14	335
evl-18	574
sma-9	2242
Y106G6D.8	124
C36B7.5	1148
F47B3.2	130
pcdr-1	318
exos-2	303
C06H5.6	556
nhr-273	378
F23H12.5	802
tag-138	362
Y57G11C.5	535
T10B11.6	325
toc-1	446
wdr-4	391
col-113	348
twk-23	443
ttr-44	144
Y110A7A.15	481
nhr-208	410
D1081.3	340
abl-1	1210
F31B12.3	262
pcyt-2.1	370
C53C11.1	216
C11H1.5	528
C53C11.5	153
Y119C1B.12	138
F11A5.3	201
unc-68	5069
R11H6.2	442
B0507.7	228
serp-1.1	65
sgca-1	348
egl-27	983
uso-1	941
nepr-1	142
bca-2	259
F55C12.5	876
zen-4	787
ntl-11	222
pkc-1	763
C25H3.11	3314
Y38H8A.12	32
usp-3	550
sec-16a.2	1573
bas-1	514
nhl-2	1032
unc-58	616
cutl-12	124
kbp-2	163
aexr-3	337
sgnh-1	177
R07B7.9	483
ptp-3	1216
aexr-2	433
F55A11.6	297
ZC266.1	396
C49F5.3	208
B0244.17	352
Y67D8B.1	389
C35C5.10	318
C28C12.1	200
nhr-149	375
delm-2	608
spat-1	547
C34E10.12	59
scl-9	213
ttr-59	144
lgc-41	564
Y71F9AL.4	557
nhr-193	384
lgc-32	390
T07F12.4	305
Y47G6A.5	574
dnc-1	1323
ztf-3	186
F31B9.2	174
unc-89	5912
C32E8.6	461
taf-6.1	269
F47G3.4	107
cdh-12	2893
cdt-2	682
C03H5.4	160
unc-52	2296
acy-4	1013
srab-16	40
W09D10.1	495
glt-5	491
npr-32	440
F53B3.5	296
F45E10.2	538
C10G11.6	348
tres-1	873
sms-3	425
str-16	330
cey-2	267
cisd-1	103
smg-6	1219
fkb-2	108
ret-1	204
F21A3.3	310
vpr-1	245
Y97E10AR.8	106
glna-2	190
F46H5.7	575
col-45	327
irld-1	210
C26C6.6	136
Y69H2.3	591
T23G11.4	240
tbb-6	426
popl-4	198
Y94H6A.12	60
sec-61.a	473
C37C3.1	470
nhr-189	355
Y53F4B.12	721
klp-12	1580
polg-1	1072
parg-1	604
sri-20	355
lgx-1	1703
pcp-3	1080
unc-52	876
Y92H12BL.1	203
Y46H3C.7	88
C54G6.2	463
unc-68	5083
sdz-20	276
ucr-2.1	410
Y97E10AR.6	368
fbxa-29	304
Y71G12B.25	263
nhr-263	93
T07H8.11	121
W10C6.2	147
klp-12	1605
fbxa-183	365
Y47D3A.32	98
B0432.8	259
kri-1	656
srab-25	254
Y53H1C.3	739
F34D6.1	378
F07E5.12	168
ZK180.8	27
ptr-17	905
oig-2	108
lin-66	211
C36B7.4	218
clec-150	362
Y59H11AM.4	185
F54D8.6	796
F53H1.1	833
H08J19.1	98
bus-2	329
kel-20	607
ule-1	134
ddx-19	607
W04C9.9	183
sfxn-1.2	328
nex-3	317
Y39F10A.6	95
pals-31	222
aagr-3	659
bris-1	497
ZK185.4	281
F56C11.5	230
F56F11.4	411
nmy-1	1956
rpl-42	142
aly-2	227
nhr-95	509
C29F7.10	233
C49G7.7	303
Y73F8A.27	169
T04G9.6	482
T26C11.4	570
F10G8.2	239
F14B8.5	422
srh-4	332
F56D6.11	126
srx-48	303
fbxa-144	263
kmo-2	445
C27A7.1	766
bgal-2	642
str-193	347
str-20	351
unc-23	399
C54F6.18	98
T16A1.4	137
M03C11.1	379
tbc-8	913
fbxa-184	297
srd-16	340
W01A11.7	186
M03C11.3	835
ZK177.3	206
T16G1.5	434
lir-1	249
C46F11.5	488
T21E3.2	207
Y51H7C.12	383
srbc-38	297
Y57G11C.31	404
D1054.9	234
F59E12.1	811
R07B7.2	638
srx-110	316
B0001.3	591
Y54G11A.9	134
Y65B4BM.3	279
F59C6.11	173
T23E7.2	852
B0041.5	380
T04B8.5	939
T14G11.1	281
W08E12.9	91
F21F3.7	168
R12C12.7	212
W10D9.3	73
F11C7.6	133
D1079.1	266
ZK666.2	64
nlp-69	89
F19D8.2	227
Y34F4.1	198
E01G4.6	884
Y54G2A.37	360
srx-96	297
rocf-1	1262
oxi-1	1066
D1079.1	361
T21B10.4	418
Y50D4B.1	303
srx-28	301
cgef-1	464
T23F4.2	213
fkh-7	276
srbc-17	279
K02E11.5	126
T19A6.1	270
sru-3	336
daf-42	1412
srt-17	258
Y17G7B.21	144
rskn-2	773
T25D3.4	508
C04F5.2	346
F08F8.9	517
unc-77	1861
D1046.4	568
clec-41	545
Y105C5A.15	765
fubl-2	557
mrps-27	424
sru-40	131
Y77E11A.14	143
C32D5.12	357
F54B3.4	87
F56F3.4	341
C53D6.8	181
frpr-5	489
srw-117	372
R05G9.1	61
Y54G11A.1	551
srh-277	335
T26A5.2	838
F09C6.11	65
istr-1	141
H20E11.1	481
F28C1.1	672
mul-1	259
vap-2	377
F25E2.3	327
T10C6.6	452
Y111B2A.3	718
oac-21	677
cyp-14a3	498
K08H2.7	124
C44B12.9	98
ZK1010.8	388
F59A7.5	262
ZC455.1	665
fbxb-117	343
F35G12.5	306
Y116A8A.7	167
ubc-20	199
T21E12.5	186
ins-39	126
D1007.4	168
Y54E10A.6	507
C40C9.4	92
F10G7.5	457
F59B8.1	238
Y54E5A.2	592
Y38H8A.2	255
B0280.17	260
Y56A3A.31	413
hasp-1	949
mpz-1	2188
best-22	480
F20G2.1	249
R07H5.9	283
nlp-63	70
K08F9.3	287
T08G11.2	282
F59E11.5	212
Y37H9A.1	498
Y53F4B.27	574
Y48G1A.2	137
srg-65	316
ZC239.14	223
Y45F10D.14	282
M01H9.5	150
unc-73	2140
ZK6.11	385
Y75B8A.25	838
larp-5	760
T05B9.1	262
C12D12.1	648
B0416.11	67
hlh-30	473
kdin-1	1481
K03A1.4	43
H27A22.1	342
F14D2.8	277
fbxc-31	288
lron-3	73
vamp-8	116
gst-17	174
F14H3.5	224
D1081.19	84
F53A2.1	403
Y69E1A.4	375
F41B5.12	183
cutl-26	502
lfi-1	2293
C08G9.1	173
M01B2.12	311
C52B9.10	75
Y46G5A.22	272
Y102E9.5	190
pqn-21	500
sri-12	347
ZK809.5	706
ZC434.9	573
C13F10.8	13
fhod-1	1205
ate-1	457
K05B2.4	431
flr-2	122
Y43F8B.15	330
C05C12.5	149
lir-1	236
F46B6.2	342
T19E7.6	124
F54H5.2	130
irg-4	345
str-149	325
M02B1.3	320
B0205.9	532
fkb-7	318
Y68A4A.13	67
mans-1	540
str-171	342
del-2	451
nkat-3	441
H14N18.4	614
F12E12.2	169
F43G9.8	244
ZK742.6	54
rpoa-1	1737
F54C9.3	81
Y39G8B.7	179
nlp-50	74
grd-6	614
srh-199	343
R08C7.5	436
F46F11.7	320
F41F3.1	155
ZK792.7	342
F54G2.1	1143
srh-229	332
B0218.7	282
F44D12.6	290
F27E5.3	494
T18D3.5	131
BE0003N10.6	147
C09G12.17	132
Y56A3A.6	798
elc-1	124
nex-2	455
C36C5.14	201
F22E12.3	252
F14B6.2	720
ZC317.7	574
pezo-1	2400
C05E4.15	334
kvs-5	600
eri-12	674
Y52B11A.19	100
fbxa-32	305
srw-138	371
ttr-39	27
C09E9.1	46
rga-8	706
B0198.2	310
R12E2.14	74
C54G7.1	259
Y38F2AR.12	943
K11D2.4	240
Y55B1BL.1	57
dhs-29	427
ivph-3	662
C09H10.5	151
C06A8.8	403
T23E7.2	904
scrm-5	303
T20D3.5	221
C54C6.11	88
T24B8.7	1271
B0513.90	99
F44G4.7	408
str-41	335
clec-239	200
ntl-2	367
F54D10.5	235
Y59A8A.8	35
F33H2.6	301
C03B1.6	222
C07H4.1	178
hsp-12.3	109
C01F6.14	74
T14G12.12	209
pqn-80	1449
T10C6.6	461
unc-77	1767
srr-2	387
W07G1.7	169
T04F3.4	127
ivph-3	612
F59G1.8	204
C16A11.2	431
nrde-1	793
aexr-1	422
F02C9.2	805
W08F4.12	116
F36D4.1	153
eor-1	291
F54B11.4	209
D2030.8	511
K10D6.3	130
F32H2.12	253
lido-8	411
srh-119	355
T05C3.6	152
M88.3	354
R13D11.3	299
srj-33	324
W08E12.8	129
C55A1.1	269
srbc-40	103
H40L08.9	105
F59C6.16	56
lact-5	336
ZC487.1	450
rpb-12	26
T27D12.1	493
Y45G5AM.9	499
sre-35	358
C25F6.6	197
somi-1	579
trx-2	119
F11E6.4	119
C55B6.7	56
F08G12.3	405
K01A2.6	72
str-102	335
mrps-34	228
F32B4.8	854
str-31	341
T04F8.7	308
nlp-52	70
D1069.3	193
F58D5.7	258
afd-1	678
F32E10.5	549
C33D3.4	172
C25F9.11	91
M03C11.6	300
M70.5	577
F54C1.6	280
Y53F4B.51	91
Y71F9AL.12	132
glb-32	257
W05H9.1	406
F41E7.2	558
F56D6.20	62
fipr-5	111
C34D10.5	23
Y66C5A.2	84
B0546.3	427
vps-20	208
C34H4.1	97
C43H6.6	514
dip-2	1541
srx-59	308
afd-1	1227
F16B4.5	76
T25B9.11	110
oac-24	650
frpr-16	340
K11H12.11	358
srh-184	336
sorb-1	475
cox-5b	132
kvs-1	495
kin-4	1677
srz-63	315
glb-29	368
npa-1	399
ints-4	1071
C17B7.14	43
oac-35	663
B0281.4	147
C01G8.1	314
Y18D10A.2	212
T12G3.2	943
tba-1	449
F27D4.12	20
F25E5.8	235
C18E9.8	586
srbc-20	120
H01G02.1	126
srt-20	336
aptf-2	367
ZC262.11	113
F21C10.7	2588
spp-13	125
Y41D4A.6	454
sma-1	4166
twk-33	617
T27E9.2	75
copa-1	1232
mpst-2	291
C34E10.12	9
C56A3.6	460
nas-4	352
col-47	172
pkn-1	1131
unc-75	464
srz-9	281
imph-1	704
copg-1	885
F32D8.13	194
twk-14	451
F22B8.7	339
kin-1	579
nhr-249	115
agef-1	551
nhr-226	387
lpd-9	131
C02B4.3	144
cec-6	891
nstp-5	230
glct-3	288
C27F2.6	165
spe-15	364
nhr-27	353
Y22D7AL.16	239
unc-82	1490
Y67D8B.2	357
AC8.10	449
cest-1.1	673
F21F3.2	440
col-163	740
col-174	314
F54F7.14	139
R12G8.1	164
let-391	453
fbn-1	2703
nfi-1	787
agef-1	1594
flcn-1	626
seip-1	274
nhr-149	318
clec-50	321
fbxb-56	268
col-159	313
unc-132	485
W07E6.2	473
R08E5.3	365
epi-1	3663
hlh-28	239
npr-25	376
M02B7.2	189
ndk-1	153
C08E3.15	62
F14D2.14	180
ZK930.2	241
fbn-1	2687
C10E2.5	258
rpom-1	1138
cest-25	550
T08G11.1	3185
T16G12.13	186
afd-1	1660
C30F2.5	228
C38C3.6	168
fbxa-52	242
nab-1	721
idhg-1	396
spk-1	619
hsp-75	672
gras-1	245
ketn-1	4324
gpa-18	318
mlst-8	382
lgc-34	390
ZK1086.3	349
Y20C6A.1	984
rpl-30	94
elpc-2	778
col-41	428
C46H3.2	920
sma-9	2035
orc-5	396
ugt-62	531
T10E10.4	916
C14C10.5	1908
nhr-78	401
tsr-1	827
ugt-21	534
abhd-11.1	297
rnp-3	217
glr-6	844
Y102A11A.9	468
ceh-38	603
ZC196.9	331
F23C8.3	250
T05E12.9	308
thoc-5	597
str-247	344
ift-81	638
C12D8.9	92
lgx-1	1605
B0035.18	90
fig-1	2898
zip-6	271
C23G10.8	937
glrx-21	119
C06C6.8	108
F20D6.5	376
W04D2.4	624
T06G6.4	323
srh-2	305
Y58A7A.5	312
ZK822.6	159
exos-1	208
F48D6.4	98
F35B12.10	339
T02B11.10	239
D1046.16	118
H11E01.3	1446
F20D6.8	370
bgnt-1.8	396
F58F9.3	181
W10G11.2	185
Y46G5A.36	122
C18A3.9	122
srx-136	307
srxa-15	274
B0391.14	136
Y66D12A.11	340
C31G12.3	69
algn-5	177
F13H8.2	929
rbm-5	184
C14F11.6	190
egl-8	1306
ech-5	287
C14E2.6	194
frm-4	672
C49F5.8	134
srh-70	334
sut-1	234
F42A9.7	267
spin-2	488
srbc-66	286
aka-1	1284
Y57G11C.39	214
kvs-5	511
lir-1	142
R10E4.11	386
ndx-9	348
srw-82	353
sri-42	325
F40F4.7	245
fbxb-70	332
str-249	375
F15E6.6	1256
F22G12.4	903
W01D2.1	92
F35E12.9	218
M03D4.3	59
Y69A2AR.22	202
srg-39	313
F27D9.2	498
T25B2.2	422
sulp-6	823
F58E6.13	205
F32B5.6	400
tads-1	300
Y65B4BL.4	324
Y47D7A.9	91
Y55F3BR.6	180
F23C8.13	244
ZK909.3	229
fubl-2	510
